"","STATE_NAME","RECFIN_YEAR","RECFIN_DATE","COUNTY_NUMBER","INTERVIEW_SITE","RECFIN_PORT_NAME","RECFIN_TRIP_TYPE_NAME","AGENCY_WATER_AREA_NAME","AGENCY_FISHED_AREA_NAME","RECFIN_MODE_NAME","FISHERY_MANAGEMENT_PLAN","STOCK_COMPLEX_NAME","SPECIES_GROUP_NAME","SPECIES_NAME","SCIENTIFIC_NAME","AGENCY_LENGTH","AGENCY_LENGTH_UNITS","IS_AGENCY_LENGTH_WITHIN_MAX","AGENCY_WEIGHT","AGENCY_WEIGHT_UNITS","RECFIN_LENGTH_MM","RECFIN_IMPUTED_LENGTH","RECFIN_LENGTH_TYPE","RECFIN_IMPUTED_WEIGHT_KG","IS_RETAINED","SOURCE_CODE"
"8556","CALIFORNIA",2009,"07/10/2009",37,105,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","NOT KNOWN","OCEAN <= 3 MILES (AREAB AND P1B IMPORT)",NA,"PRIVATE/RENTAL BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",847,"",TRUE,NA,"",912,NA,NA,2.8744,"RETAINED","BIO"
"8557","CALIFORNIA",2009,"07/10/2009",37,105,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","NOT KNOWN","OCEAN <= 3 MILES (AREAB AND P1B IMPORT)",NA,"PRIVATE/RENTAL BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",850,"",TRUE,NA,"",915,NA,NA,2.9032,"RETAINED","BIO"
"8558","CALIFORNIA",2009,"07/10/2009",37,105,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","NOT KNOWN","OCEAN > 3 MILES (AREAB AND P1B IMPORT)",NA,"PRIVATE/RENTAL BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",730,"",TRUE,NA,"",786,NA,NA,1.8894,"RETAINED","BIO"
"8559","CALIFORNIA",2009,"07/10/2009",37,105,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","NOT KNOWN","OCEAN > 3 MILES (AREAB AND P1B IMPORT)",NA,"PRIVATE/RENTAL BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",778,"",TRUE,NA,"",838,NA,NA,2.2614,"RETAINED","BIO"
"8560","CALIFORNIA",2009,"07/10/2009",37,105,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","NOT KNOWN","OCEAN > 3 MILES (AREAB AND P1B IMPORT)",NA,"PRIVATE/RENTAL BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",845,"",TRUE,NA,"",910,NA,NA,2.8552,"RETAINED","BIO"
"8561","CALIFORNIA",2009,"07/11/2009",59,106,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","NOT KNOWN",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",810,"",TRUE,2.6,"",872,NA,NA,2.5339,"RETAINED","BIO"
"8562","CALIFORNIA",2009,"07/11/2009",59,106,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","COASTAL MIGRATORY","NOT KNOWN",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",832,"",TRUE,2.8,"",896,NA,NA,2.733,"RETAINED","BIO"
"8563","CALIFORNIA",2009,"07/11/2009",59,106,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","COASTAL MIGRATORY","NOT KNOWN",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",834,"",TRUE,2.8,"",898,NA,NA,2.7516,"RETAINED","BIO"
"8564","CALIFORNIA",2009,"07/11/2009",59,106,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","NOT KNOWN",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",305,"",TRUE,0.26,"",328,NA,NA,0.1609,"RETAINED","BIO"
"8565","CALIFORNIA",2009,"07/11/2009",59,106,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","NOT KNOWN",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",775,"",TRUE,2.8,"",835,NA,NA,2.2369,"RETAINED","BIO"
"8566","CALIFORNIA",2009,"07/11/2009",59,106,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","NOT KNOWN",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",897,"",TRUE,3.4,"",966,NA,NA,3.3794,"RETAINED","BIO"
"8567","CALIFORNIA",2009,"07/11/2009",59,106,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","NOT KNOWN",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",740,"",TRUE,1.9,"",797,NA,NA,1.9634,"RETAINED","BIO"
"8568","CALIFORNIA",2009,"07/11/2009",59,106,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","NOT KNOWN",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",755,"",TRUE,2.8,"",813,NA,NA,2.0778,"RETAINED","BIO"
"8569","CALIFORNIA",2009,"07/18/2009",37,14,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","COASTAL MIGRATORY","NOT KNOWN",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",715,"",TRUE,1.7,"",770,NA,NA,1.7819,"RETAINED","BIO"
"8570","CALIFORNIA",2009,"07/19/2009",37,110,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","NOT KNOWN","OCEAN > 3 MILES (AREAB AND P1B IMPORT)",NA,"PRIVATE/RENTAL BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",760,"",TRUE,NA,"",819,NA,NA,2.1168,"RETAINED","BIO"
"8571","CALIFORNIA",2009,"07/19/2009",37,110,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","NOT KNOWN","OCEAN > 3 MILES (AREAB AND P1B IMPORT)",NA,"PRIVATE/RENTAL BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",890,"",TRUE,NA,"",959,NA,NA,3.3055,"RETAINED","BIO"
"8572","CALIFORNIA",2009,"07/19/2009",37,110,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","NOT KNOWN","OCEAN <= 3 MILES (AREAB AND P1B IMPORT)",NA,"PRIVATE/RENTAL BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",733,"",TRUE,NA,"",789,NA,NA,1.9114,"RETAINED","BIO"
"8573","CALIFORNIA",2009,"07/19/2009",37,110,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","NOT KNOWN","OCEAN <= 3 MILES (AREAB AND P1B IMPORT)",NA,"PRIVATE/RENTAL BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",800,"",TRUE,NA,"",862,NA,NA,2.4466,"RETAINED","BIO"
"8574","CALIFORNIA",2009,"07/19/2009",37,110,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","NOT KNOWN","OCEAN <= 3 MILES (AREAB AND P1B IMPORT)",NA,"PRIVATE/RENTAL BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",830,"",TRUE,NA,"",894,NA,NA,2.7145,"RETAINED","BIO"
"8575","CALIFORNIA",2009,"07/19/2009",37,110,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","NOT KNOWN","OCEAN <= 3 MILES (AREAB AND P1B IMPORT)",NA,"PRIVATE/RENTAL BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",870,"",TRUE,NA,"",937,NA,NA,3.1001,"RETAINED","BIO"
"8576","CALIFORNIA",2009,"08/01/2009",37,15,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","ANYTHING/OTHER SPECIES","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",780,"",TRUE,NA,"",840,NA,NA,2.2779,"RETAINED","BIO"
"8577","CALIFORNIA",2009,"08/01/2009",37,15,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","NOT KNOWN",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",782,"",TRUE,NA,"",842,NA,NA,2.2944,"RETAINED","BIO"
"8578","CALIFORNIA",2009,"08/01/2009",37,15,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","NOT KNOWN",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",760,"",TRUE,NA,"",819,NA,NA,2.1168,"RETAINED","BIO"
"8579","CALIFORNIA",2009,"08/01/2009",37,15,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","NOT KNOWN",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",785,"",TRUE,NA,"",845,NA,NA,2.3193,"RETAINED","BIO"
"8580","CALIFORNIA",2009,"08/01/2009",37,15,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","ANYTHING/OTHER SPECIES","NOT KNOWN",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",503,"",TRUE,NA,"",542,NA,NA,0.6604,"RETAINED","BIO"
"8581","CALIFORNIA",2009,"08/01/2009",37,15,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","ANYTHING/OTHER SPECIES","NOT KNOWN",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",770,"",TRUE,NA,"",829,NA,NA,2.1964,"RETAINED","BIO"
"8582","CALIFORNIA",2009,"05/30/2009",37,105,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","NOT KNOWN","OCEAN <= 3 MILES (AREAB AND P1B IMPORT)",NA,"PRIVATE/RENTAL BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",656,"",TRUE,NA,"",707,NA,NA,1.3974,"RETAINED","BIO"
"8583","CALIFORNIA",2009,"05/30/2009",37,105,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","NOT KNOWN","OCEAN > 3 MILES (AREAB AND P1B IMPORT)",NA,"PRIVATE/RENTAL BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",801,"",TRUE,2.55,"",863,NA,NA,2.4552,"RETAINED","BIO"
"8584","CALIFORNIA",2009,"08/08/2009",37,105,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","NOT KNOWN","OCEAN > 3 MILES (AREAB AND P1B IMPORT)",NA,"PRIVATE/RENTAL BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",720,"",TRUE,1.8,"",775,NA,NA,1.8172,"RETAINED","BIO"
"8585","CALIFORNIA",2009,"08/08/2009",37,105,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","NOT KNOWN","OCEAN > 3 MILES (AREAB AND P1B IMPORT)",NA,"PRIVATE/RENTAL BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",821,"",TRUE,2.5,"",884,NA,NA,2.6322,"RETAINED","BIO"
"8586","CALIFORNIA",2009,"08/08/2009",37,105,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","NOT KNOWN","OCEAN <= 3 MILES (AREAB AND P1B IMPORT)",NA,"PRIVATE/RENTAL BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",655,"",TRUE,1.7,"",705,NA,NA,1.3914,"RETAINED","BIO"
"8587","CALIFORNIA",2009,"08/08/2009",37,105,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","NOT KNOWN","OCEAN <= 3 MILES (AREAB AND P1B IMPORT)",NA,"PRIVATE/RENTAL BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",655,"",TRUE,1.75,"",705,NA,NA,1.3914,"RETAINED","BIO"
"8588","CALIFORNIA",2009,"08/08/2009",37,105,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","NOT KNOWN","OCEAN <= 3 MILES (AREAB AND P1B IMPORT)",NA,"PRIVATE/RENTAL BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",672,"",TRUE,1.65,"",724,NA,NA,1.4957,"RETAINED","BIO"
"8589","CALIFORNIA",2009,"08/08/2009",37,105,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","NOT KNOWN","OCEAN <= 3 MILES (AREAB AND P1B IMPORT)",NA,"PRIVATE/RENTAL BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",692,"",TRUE,2.1,"",745,NA,NA,1.6248,"RETAINED","BIO"
"8590","CALIFORNIA",2009,"08/08/2009",37,105,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","NOT KNOWN","OCEAN <= 3 MILES (AREAB AND P1B IMPORT)",NA,"PRIVATE/RENTAL BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",756,"",TRUE,2.1,"",814,NA,NA,2.0855,"RETAINED","BIO"
"8591","CALIFORNIA",2009,"08/08/2009",37,105,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","NOT KNOWN","OCEAN <= 3 MILES (AREAB AND P1B IMPORT)",NA,"PRIVATE/RENTAL BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",800,"",TRUE,2.65,"",862,NA,NA,2.4466,"RETAINED","BIO"
"8592","CALIFORNIA",2009,"08/08/2009",37,105,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","NOT KNOWN","OCEAN <= 3 MILES (AREAB AND P1B IMPORT)",NA,"PRIVATE/RENTAL BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",855,"",TRUE,3,"",921,NA,NA,2.9516,"RETAINED","BIO"
"8593","CALIFORNIA",2009,"06/02/2009",37,105,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","NOT KNOWN","OCEAN <= 3 MILES (AREAB AND P1B IMPORT)",NA,"PRIVATE/RENTAL BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",885,"",TRUE,3.45,"",953,NA,NA,3.2534,"RETAINED","BIO"
"8594","CALIFORNIA",2009,"08/23/2009",37,15,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","ANYTHING/OTHER SPECIES","NOT KNOWN",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",716,"",TRUE,1.5,"",771,NA,NA,1.7889,"RETAINED","BIO"
"8595","CALIFORNIA",2009,"09/13/2009",37,105,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","NOT KNOWN","OCEAN <= 3 MILES (AREAB AND P1B IMPORT)",NA,"PRIVATE/RENTAL BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",614,"",TRUE,0.65,"",661,NA,NA,1.1593,"RETAINED","BIO"
"8596","CALIFORNIA",2009,"09/13/2009",37,105,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","NOT KNOWN","OCEAN > 3 MILES (AREAB AND P1B IMPORT)",NA,"PRIVATE/RENTAL BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",520,"",TRUE,0.57,"",560,NA,NA,0.7253,"RETAINED","BIO"
"8597","CALIFORNIA",2009,"09/13/2009",37,105,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","NOT KNOWN","OCEAN > 3 MILES (AREAB AND P1B IMPORT)",NA,"PRIVATE/RENTAL BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",559,"",TRUE,0.74,"",602,NA,NA,0.8895,"RETAINED","BIO"
"8598","CALIFORNIA",2009,"09/13/2009",37,105,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","NOT KNOWN","OCEAN > 3 MILES (AREAB AND P1B IMPORT)",NA,"PRIVATE/RENTAL BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",632,"",TRUE,1,"",681,NA,NA,1.2578,"RETAINED","BIO"
"8599","CALIFORNIA",2009,"09/13/2009",37,105,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","NOT KNOWN","OCEAN > 3 MILES (AREAB AND P1B IMPORT)",NA,"PRIVATE/RENTAL BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",666,"",TRUE,1.25,"",717,NA,NA,1.4583,"RETAINED","BIO"
"8600","CALIFORNIA",2009,"08/09/2009",37,14,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","ANYTHING/OTHER SPECIES","NOT KNOWN",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",773,"",TRUE,2.55,"",833,NA,NA,2.2206,"RETAINED","BIO"
"8601","CALIFORNIA",2009,"08/09/2009",37,14,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","ANYTHING/OTHER SPECIES","NOT KNOWN",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",835,"",TRUE,2.95,"",899,NA,NA,2.7609,"RETAINED","BIO"
"8602","CALIFORNIA",2009,"08/09/2009",37,14,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","ANYTHING/OTHER SPECIES","NOT KNOWN",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",718,"",TRUE,1.8,"",773,NA,NA,1.803,"RETAINED","BIO"
"8603","CALIFORNIA",2009,"08/09/2009",37,14,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","ANYTHING/OTHER SPECIES","NOT KNOWN",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",821,"",TRUE,3,"",884,NA,NA,2.6322,"RETAINED","BIO"
"8604","CALIFORNIA",2009,"07/04/2009",37,15,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",695,"",TRUE,1.85,"",749,NA,NA,1.6447,"RETAINED","BIO"
"8605","CALIFORNIA",2009,"07/19/2009",37,13,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN > 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",816,"",TRUE,2.85,"",879,NA,NA,2.5872,"RETAINED","BIO"
"8606","CALIFORNIA",2009,"07/19/2009",37,13,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN > 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",820,"",TRUE,2.45,"",883,NA,NA,2.6232,"RETAINED","BIO"
"8607","CALIFORNIA",2009,"07/19/2009",37,13,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN > 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",836,"",TRUE,2.7,"",900,NA,NA,2.7702,"RETAINED","BIO"
"8608","CALIFORNIA",2009,"07/19/2009",37,13,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","COASTAL MIGRATORY","NOT KNOWN",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",745,"",TRUE,1.8,"",802,NA,NA,2.001,"RETAINED","BIO"
"8609","CALIFORNIA",2009,"07/19/2009",37,13,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","COASTAL MIGRATORY","NOT KNOWN",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",841,"",TRUE,2.8,"",906,NA,NA,2.8173,"RETAINED","BIO"
"8610","CALIFORNIA",2009,"07/19/2009",37,13,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","COASTAL MIGRATORY","NOT KNOWN",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",736,"",TRUE,1.94,"",793,NA,NA,1.9336,"RETAINED","BIO"
"8611","CALIFORNIA",2009,"07/19/2009",37,13,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","COASTAL MIGRATORY","NOT KNOWN",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",830,"",TRUE,2.88,"",894,NA,NA,2.7145,"RETAINED","BIO"
"8612","CALIFORNIA",2009,"07/19/2009",37,13,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","COASTAL MIGRATORY","NOT KNOWN",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",886,"",TRUE,2.96,"",954,NA,NA,3.2638,"RETAINED","BIO"
"8613","CALIFORNIA",2009,"07/04/2009",37,15,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","ANYTHING/OTHER SPECIES","NOT KNOWN",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",663,"",TRUE,1.9,"",714,NA,NA,1.4399,"RETAINED","BIO"
"8614","CALIFORNIA",2009,"07/04/2009",37,15,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","ANYTHING/OTHER SPECIES","NOT KNOWN",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",692,"",TRUE,2.25,"",745,NA,NA,1.6248,"RETAINED","BIO"
"8615","CALIFORNIA",2009,"07/04/2009",37,15,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","ANYTHING/OTHER SPECIES","NOT KNOWN",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",664,"",TRUE,NA,"",715,NA,NA,1.446,"RETAINED","BIO"
"8616","CALIFORNIA",2009,"07/19/2009",37,13,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","COASTAL MIGRATORY","NOT KNOWN",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",820,"",TRUE,2.58,"",883,NA,NA,2.6232,"RETAINED","BIO"
"8617","CALIFORNIA",2009,"07/19/2009",37,13,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","COASTAL MIGRATORY","NOT KNOWN",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",847,"",TRUE,2.82,"",912,NA,NA,2.8744,"RETAINED","BIO"
"8618","CALIFORNIA",2009,"07/19/2009",37,13,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","COASTAL MIGRATORY","NOT KNOWN",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",860,"",TRUE,2.82,"",926,NA,NA,3.0006,"RETAINED","BIO"
"8619","CALIFORNIA",2009,"07/19/2009",37,13,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","NOT KNOWN",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",826,"",TRUE,2.8,"",890,NA,NA,2.6777,"RETAINED","BIO"
"8620","CALIFORNIA",2009,"07/19/2009",37,13,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","NOT KNOWN",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","BARRACUDA","PACIFIC BARRACUDA","SPHYRAENA ARGENTEA",832,"",TRUE,2.61,"",896,NA,NA,2.733,"RETAINED","BIO"
